strategy,symbol,ts,realized_R,entries_filled,atr_pct,F5b,F5,F3,abtr,trend_strong,riskoff_z,btc_up,btc_ema55_up,btc_r3_panel,breadth_panel,btc_r3_native,breadth_native,btc_z_native
meanrev,DEMO0USDT,2026-01-25T00:00:00+00:00,0.145,1,0.005,0.0,0.0,0.0,0.967808,0.0,-1.904206,0.0,0.0,-0.00258,0.008909,-0.00258,0.008909,2.3119
meanrev,DEMO19USDT,2026-01-25T04:00:00+00:00,0.9986,1,0.01953,1.0,0.0,0.0,1.684575,1.0,1.031239,0.0,0.0,-0.010428,0.066815,-0.010428,0.066815,-0.511
breakout,DEMO29USDT,2026-01-25T04:00:00+00:00,-0.0193,1,0.05503,1.0,0.0,0.0,1.684575,1.0,1.031239,0.0,0.0,-0.010428,0.066815,-0.010428,0.066815,-0.8904
reversal,DEMO19USDT,2026-01-25T08:00:00+00:00,1.2634,1,0.02536,0.0,0.0,0.0,1.476693,1.0,0.42665,0.0,0.0,-0.012724,0.051225,-0.012724,0.051225,0.2276
reversal,DEMO12USDT,2026-01-25T08:00:00+00:00,-1.562,1,0.02672,0.0,0.0,0.0,1.476693,1.0,0.42665,0.0,0.0,-0.012724,0.051225,-0.012724,0.051225,0.0214
breakout,DEMO19USDT,2026-01-25T08:00:00+00:00,-0.2778,1,0.02052,0.0,0.0,0.0,1.476693,1.0,0.42665,0.0,0.0,-0.012724,0.051225,-0.012724,0.051225,-2.0104
reversal,DEMO22USDT,2026-01-25T12:00:00+00:00,1.1991,1,0.0254,0.0,0.0,0.0,1.786287,1.0,-0.39375,0.0,0.0,-0.015333,0.053333,-0.015333,0.053333,-0.7143
meanrev,DEMO18USDT,2026-01-25T12:00:00+00:00,0.3162,1,0.02915,0.0,0.0,0.0,1.786287,1.0,-0.39375,0.0,0.0,-0.015333,0.053333,-0.015333,0.053333,-0.5537
meanrev,DEMO19USDT,2026-01-25T12:00:00+00:00,-0.3012,1,0.00842,0.0,0.0,0.0,1.786287,1.0,-0.39375,0.0,0.0,-0.015333,0.053333,-0.015333,0.053333,-1.4968
meanrev,DEMO4USDT,2026-01-25T12:00:00+00:00,-0.265,1,0.02236,0.0,0.0,0.0,1.786287,1.0,-0.39375,0.0,0.0,-0.015333,0.053333,-0.015333,0.053333,1.9615
breakout,DEMO5USDT,2026-01-25T12:00:00+00:00,-0.2812,1,0.02025,0.0,0.0,0.0,1.786287,1.0,-0.39375,0.0,0.0,-0.015333,0.053333,-0.015333,0.053333,-0.4398
reversal,DEMO12USDT,2026-01-25T16:00:00+00:00,-0.1113,1,0.02365,1.0,1.0,0.0,1.49526,1.0,2.994373,0.0,0.0,-0.006156,0.24612,-0.006156,0.24612,0.6494
meanrev,DEMO34USDT,2026-01-25T16:00:00+00:00,0.6722,1,0.02896,1.0,1.0,0.0,1.49526,1.0,2.994373,0.0,0.0,-0.006156,0.24612,-0.006156,0.24612,0.5571
reversal,DEMO22USDT,2026-01-25T20:00:00+00:00,1.6883,1,0.02296,1.0,1.0,0.0,2.874839,1.0,3.838588,0.0,0.0,-0.03648,0.667406,-0.03648,0.667406,-1.3772
reversal,DEMO12USDT,2026-01-25T20:00:00+00:00,-0.6243,1,0.03113,1.0,1.0,0.0,2.874839,1.0,3.838588,0.0,0.0,-0.03648,0.667406,-0.03648,0.667406,-0.5519
meanrev,DEMO30USDT,2026-01-25T20:00:00+00:00,0.2718,1,0.01209,1.0,1.0,0.0,2.874839,1.0,3.838588,0.0,0.0,-0.03648,0.667406,-0.03648,0.667406,0.6067
meanrev,DEMO38USDT,2026-01-25T20:00:00+00:00,-1.3089,1,0.00784,1.0,1.0,0.0,2.874839,1.0,3.838588,0.0,0.0,-0.03648,0.667406,-0.03648,0.667406,1.3546
reversal,DEMO38USDT,2026-01-26T00:00:00+00:00,-1.4735,1,0.03871,0.0,0.0,1.0,1.867199,1.0,-0.0437,0.0,0.0,-0.032279,0.470067,-0.032279,0.470067,-0.1017
meanrev,DEMO7USDT,2026-01-26T00:00:00+00:00,0.6119,1,0.02837,0.0,0.0,1.0,1.867199,1.0,-0.0437,0.0,0.0,-0.032279,0.470067,-0.032279,0.470067,-1.2359
breakout,DEMO28USDT,2026-01-26T00:00:00+00:00,0.3619,1,0.0177,0.0,0.0,1.0,1.867199,1.0,-0.0437,0.0,0.0,-0.032279,0.470067,-0.032279,0.470067,1.0129
reversal,DEMO4USDT,2026-01-26T04:00:00+00:00,1.4826,1,0.0108,0.0,0.0,1.0,1.148967,1.0,-0.241038,0.0,0.0,-0.029515,0.04878,-0.029515,0.04878,-1.0159
meanrev,DEMO28USDT,2026-01-26T04:00:00+00:00,-1.0735,1,0.02607,0.0,0.0,1.0,1.148967,1.0,-0.241038,0.0,0.0,-0.029515,0.04878,-0.029515,0.04878,1.7176
meanrev,DEMO35USDT,2026-01-26T04:00:00+00:00,-0.2642,1,0.01466,0.0,0.0,1.0,1.148967,1.0,-0.241038,0.0,0.0,-0.029515,0.04878,-0.029515,0.04878,0.6684
breakout,DEMO24USDT,2026-01-26T04:00:00+00:00,-1.6035,1,0.02136,0.0,0.0,1.0,1.148967,1.0,-0.241038,0.0,0.0,-0.029515,0.04878,-0.029515,0.04878,-0.784
breakout,DEMO18USDT,2026-01-26T04:00:00+00:00,0.274,1,0.02647,0.0,0.0,1.0,1.148967,1.0,-0.241038,0.0,0.0,-0.029515,0.04878,-0.029515,0.04878,-0.9043
reversal,DEMO20USDT,2026-01-26T08:00:00+00:00,-0.9229,1,0.02393,0.0,0.0,1.0,0.304023,0.0,-1.002645,0.0,0.0,-0.017077,0.004435,-0.017077,0.004435,1.705
reversal,DEMO7USDT,2026-01-26T08:00:00+00:00,0.5617,1,0.01169,0.0,0.0,1.0,0.304023,0.0,-1.002645,0.0,0.0,-0.017077,0.004435,-0.017077,0.004435,-0.7449
meanrev,DEMO1USDT,2026-01-26T08:00:00+00:00,-0.1743,1,0.03827,0.0,0.0,1.0,0.304023,0.0,-1.002645,0.0,0.0,-0.017077,0.004435,-0.017077,0.004435,-0.2959
meanrev,DEMO11USDT,2026-01-26T08:00:00+00:00,-0.096,1,0.01856,0.0,0.0,1.0,0.304023,0.0,-1.002645,0.0,0.0,-0.017077,0.004435,-0.017077,0.004435,0.6206
reversal,DEMO16USDT,2026-01-26T12:00:00+00:00,0.0455,1,0.02659,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,-0.8099
reversal,DEMO20USDT,2026-01-26T12:00:00+00:00,0.5188,1,0.02517,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,0.1856
reversal,DEMO6USDT,2026-01-26T12:00:00+00:00,-1.4189,1,0.01498,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,-1.5879
reversal,DEMO23USDT,2026-01-26T12:00:00+00:00,0.277,1,0.04167,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,-1.002
meanrev,DEMO16USDT,2026-01-26T12:00:00+00:00,-1.9044,1,0.02445,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,3.013
meanrev,DEMO26USDT,2026-01-26T12:00:00+00:00,0.5564,1,0.01058,0.0,0.0,1.0,0.090566,0.0,0.031827,0.0,0.0,-0.015265,0.002217,-0.015265,0.002217,0.7411
meanrev,DEMO3USDT,2026-01-26T16:00:00+00:00,0.4411,1,0.04328,0.0,0.0,1.0,0.071312,0.0,-0.538504,0.0,0.0,-0.023427,0.013274,-0.023427,0.013274,-0.1362
meanrev,DEMO38USDT,2026-01-26T20:00:00+00:00,0.9499,1,0.01937,0.0,0.0,0.0,0.656575,0.0,-0.865596,0.0,0.0,-0.021934,0.006623,-0.021934,0.006623,0.3081
breakout,DEMO29USDT,2026-01-26T20:00:00+00:00,-0.6008,1,0.0307,0.0,0.0,0.0,0.656575,0.0,-0.865596,0.0,0.0,-0.021934,0.006623,-0.021934,0.006623,0.1774
reversal,DEMO1USDT,2026-01-27T00:00:00+00:00,-0.401,1,0.04118,0.0,0.0,0.0,1.147429,1.0,-0.635008,0.0,0.0,-0.014048,0.006623,-0.014048,0.006623,0.0882
breakout,DEMO5USDT,2026-01-27T04:00:00+00:00,-0.4476,1,0.03366,0.0,0.0,0.0,2.641602,1.0,-2.099336,0.0,0.0,-0.011074,0.011038,-0.011074,0.011038,1.1389
reversal,DEMO23USDT,2026-01-27T08:00:00+00:00,-0.8504,1,0.01306,0.0,0.0,0.0,1.805741,1.0,0.033936,0.0,0.0,-0.014437,0.015453,-0.014437,0.015453,0.5546
reversal,DEMO9USDT,2026-01-27T08:00:00+00:00,2.8014,1,0.03028,0.0,0.0,0.0,1.805741,1.0,0.033936,0.0,0.0,-0.014437,0.015453,-0.014437,0.015453,-0.7167
reversal,DEMO33USDT,2026-01-27T08:00:00+00:00,-0.696,1,0.03408,0.0,0.0,0.0,1.805741,1.0,0.033936,0.0,0.0,-0.014437,0.015453,-0.014437,0.015453,0.7115
meanrev,DEMO22USDT,2026-01-27T08:00:00+00:00,0.6064,1,0.04015,0.0,0.0,0.0,1.805741,1.0,0.033936,0.0,0.0,-0.014437,0.015453,-0.014437,0.015453,0.3028
breakout,DEMO36USDT,2026-01-27T08:00:00+00:00,-0.4161,1,0.01969,0.0,0.0,0.0,1.805741,1.0,0.033936,0.0,0.0,-0.014437,0.015453,-0.014437,0.015453,0.6095
reversal,DEMO28USDT,2026-01-27T12:00:00+00:00,0.0869,1,0.01671,0.0,0.0,0.0,1.012905,1.0,0.022266,0.0,0.0,-0.017879,0.019868,-0.017879,0.019868,-0.337
reversal,DEMO11USDT,2026-01-27T12:00:00+00:00,0.5826,1,0.01487,0.0,0.0,0.0,1.012905,1.0,0.022266,0.0,0.0,-0.017879,0.019868,-0.017879,0.019868,-0.8966
reversal,DEMO16USDT,2026-01-27T12:00:00+00:00,1.8164,1,0.02105,0.0,0.0,0.0,1.012905,1.0,0.022266,0.0,0.0,-0.017879,0.019868,-0.017879,0.019868,-0.6496
breakout,DEMO35USDT,2026-01-27T12:00:00+00:00,0.2366,1,0.005,0.0,0.0,0.0,1.012905,1.0,0.022266,0.0,0.0,-0.017879,0.019868,-0.017879,0.019868,0.5792
meanrev,DEMO5USDT,2026-01-27T16:00:00+00:00,1.285,1,0.01087,0.0,0.0,0.0,0.495111,0.0,-1.793537,0.0,0.0,-0.013839,0.01766,-0.013839,0.01766,-0.7478
breakout,DEMO20USDT,2026-01-27T16:00:00+00:00,1.5699,1,0.02004,0.0,0.0,0.0,0.495111,0.0,-1.793537,0.0,0.0,-0.013839,0.01766,-0.013839,0.01766,-0.0277
reversal,DEMO26USDT,2026-01-27T20:00:00+00:00,0.819,1,0.0209,0.0,0.0,0.0,0.760595,0.0,-0.701069,0.0,0.0,-0.010168,0.011038,-0.010168,0.011038,-0.5176
reversal,DEMO39USDT,2026-01-27T20:00:00+00:00,-0.8868,1,0.005,0.0,0.0,0.0,0.760595,0.0,-0.701069,0.0,0.0,-0.010168,0.011038,-0.010168,0.011038,-0.7802
breakout,DEMO17USDT,2026-01-27T20:00:00+00:00,-1.2079,1,0.03809,0.0,0.0,0.0,0.760595,0.0,-0.701069,0.0,0.0,-0.010168,0.011038,-0.010168,0.011038,-0.6098
breakout,DEMO30USDT,2026-01-27T20:00:00+00:00,-0.8049,1,0.03207,0.0,0.0,0.0,0.760595,0.0,-0.701069,0.0,0.0,-0.010168,0.011038,-0.010168,0.011038,-0.0188
reversal,DEMO24USDT,2026-01-28T00:00:00+00:00,0.2271,1,0.02625,0.0,0.0,0.0,1.271936,1.0,-2.143424,1.0,0.0,0.000192,0.004415,0.000192,0.004415,0.1938
reversal,DEMO32USDT,2026-01-28T00:00:00+00:00,0.5909,1,0.02736,0.0,0.0,0.0,1.271936,1.0,-2.143424,1.0,0.0,0.000192,0.004415,0.000192,0.004415,-0.1378
breakout,DEMO9USDT,2026-01-28T00:00:00+00:00,0.1755,1,0.04095,0.0,0.0,0.0,1.271936,1.0,-2.143424,1.0,0.0,0.000192,0.004415,0.000192,0.004415,-0.5216
breakout,DEMO38USDT,2026-01-28T00:00:00+00:00,-0.464,1,0.00763,0.0,0.0,0.0,1.271936,1.0,-2.143424,1.0,0.0,0.000192,0.004415,0.000192,0.004415,-0.546
reversal,DEMO13USDT,2026-01-28T04:00:00+00:00,0.8035,1,0.02385,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,-0.0803
reversal,DEMO32USDT,2026-01-28T04:00:00+00:00,-1.0159,1,0.02541,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,-2.0
reversal,DEMO13USDT,2026-01-28T04:00:00+00:00,-0.194,1,0.02511,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,0.9734
meanrev,DEMO16USDT,2026-01-28T04:00:00+00:00,0.3686,1,0.04175,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,0.3836
breakout,DEMO27USDT,2026-01-28T04:00:00+00:00,1.5984,1,0.0234,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,1.2184
breakout,DEMO0USDT,2026-01-28T04:00:00+00:00,0.17,1,0.03735,0.0,0.0,0.0,0.841298,0.0,0.268837,1.0,0.0,0.001797,0.006623,0.001797,0.006623,0.5586
meanrev,DEMO25USDT,2026-01-28T08:00:00+00:00,-0.3578,1,0.03184,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,-0.1683
meanrev,DEMO19USDT,2026-01-28T08:00:00+00:00,-0.5392,1,0.01597,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,0.1556
meanrev,DEMO39USDT,2026-01-28T08:00:00+00:00,1.1983,1,0.01547,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,-0.9051
meanrev,DEMO31USDT,2026-01-28T08:00:00+00:00,-1.2092,1,0.03675,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,0.1813
meanrev,DEMO25USDT,2026-01-28T08:00:00+00:00,-0.3002,1,0.00634,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,-0.7453
meanrev,DEMO36USDT,2026-01-28T08:00:00+00:00,-0.8891,1,0.0296,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,-1.0537
meanrev,DEMO5USDT,2026-01-28T08:00:00+00:00,-0.7576,1,0.0259,0.0,0.0,0.0,0.539101,0.0,-0.924933,1.0,0.0,0.005376,0.006623,0.005376,0.006623,-0.0193
reversal,DEMO12USDT,2026-01-28T12:00:00+00:00,-1.2374,1,0.02912,0.0,1.0,0.0,0.799696,0.0,0.797193,1.0,1.0,0.01701,0.004415,0.01701,0.004415,0.164
meanrev,DEMO14USDT,2026-01-28T12:00:00+00:00,-0.5982,1,0.00981,0.0,1.0,0.0,0.799696,0.0,0.797193,1.0,1.0,0.01701,0.004415,0.01701,0.004415,-0.2399
breakout,DEMO11USDT,2026-01-28T12:00:00+00:00,-0.3102,1,0.04001,0.0,1.0,0.0,0.799696,0.0,0.797193,1.0,1.0,0.01701,0.004415,0.01701,0.004415,-0.4329
reversal,DEMO1USDT,2026-01-28T16:00:00+00:00,-0.2681,1,0.005,1.0,1.0,0.0,0.607036,0.0,3.266744,1.0,0.0,0.011746,0.01766,0.011746,0.01766,0.7517
meanrev,DEMO1USDT,2026-01-28T16:00:00+00:00,0.1371,1,0.01833,1.0,1.0,0.0,0.607036,0.0,3.266744,1.0,0.0,0.011746,0.01766,0.011746,0.01766,0.7673
meanrev,DEMO19USDT,2026-01-28T16:00:00+00:00,0.5969,1,0.01719,1.0,1.0,0.0,0.607036,0.0,3.266744,1.0,0.0,0.011746,0.01766,0.011746,0.01766,0.884
meanrev,DEMO32USDT,2026-01-28T16:00:00+00:00,0.6942,1,0.005,1.0,1.0,0.0,0.607036,0.0,3.266744,1.0,0.0,0.011746,0.01766,0.011746,0.01766,0.5969
reversal,DEMO16USDT,2026-01-28T20:00:00+00:00,-0.1724,1,0.02499,0.0,0.0,0.0,0.736119,0.0,-0.97805,1.0,0.0,0.03359,0.022075,0.03359,0.022075,-1.2294
meanrev,DEMO34USDT,2026-01-28T20:00:00+00:00,-0.4735,1,0.03237,0.0,0.0,0.0,0.736119,0.0,-0.97805,1.0,0.0,0.03359,0.022075,0.03359,0.022075,-0.9863
meanrev,DEMO28USDT,2026-01-28T20:00:00+00:00,-1.168,1,0.01886,0.0,0.0,0.0,0.736119,0.0,-0.97805,1.0,0.0,0.03359,0.022075,0.03359,0.022075,-3.0002
reversal,DEMO22USDT,2026-01-29T00:00:00+00:00,0.7175,1,0.0337,1.0,1.0,0.0,0.481412,0.0,0.909884,1.0,0.0,0.030392,0.019868,0.030392,0.019868,-0.4568
reversal,DEMO5USDT,2026-01-29T00:00:00+00:00,-0.1801,1,0.03398,1.0,1.0,0.0,0.481412,0.0,0.909884,1.0,0.0,0.030392,0.019868,0.030392,0.019868,-0.9403
meanrev,DEMO10USDT,2026-01-29T00:00:00+00:00,1.2269,1,0.03581,1.0,1.0,0.0,0.481412,0.0,0.909884,1.0,0.0,0.030392,0.019868,0.030392,0.019868,1.6466
meanrev,DEMO39USDT,2026-01-29T00:00:00+00:00,0.9143,1,0.02535,1.0,1.0,0.0,0.481412,0.0,0.909884,1.0,0.0,0.030392,0.019868,0.030392,0.019868,-1.2366
reversal,DEMO31USDT,2026-01-29T04:00:00+00:00,-0.2296,1,0.03915,1.0,1.0,1.0,1.486616,1.0,4.293992,1.0,0.0,0.008828,0.317881,0.008828,0.317881,-0.8912
reversal,DEMO6USDT,2026-01-29T04:00:00+00:00,0.341,1,0.02348,1.0,1.0,1.0,1.486616,1.0,4.293992,1.0,0.0,0.008828,0.317881,0.008828,0.317881,-0.912
meanrev,DEMO32USDT,2026-01-29T04:00:00+00:00,0.3347,1,0.02639,1.0,1.0,1.0,1.486616,1.0,4.293992,1.0,0.0,0.008828,0.317881,0.008828,0.317881,-0.8619
breakout,DEMO1USDT,2026-01-29T04:00:00+00:00,0.4003,1,0.03481,1.0,1.0,1.0,1.486616,1.0,4.293992,1.0,0.0,0.008828,0.317881,0.008828,0.317881,1.2916
breakout,DEMO12USDT,2026-01-29T04:00:00+00:00,-0.6431,1,0.02117,1.0,1.0,1.0,1.486616,1.0,4.293992,1.0,0.0,0.008828,0.317881,0.008828,0.317881,0.2375
meanrev,DEMO13USDT,2026-01-29T08:00:00+00:00,0.2948,1,0.02529,0.0,0.0,1.0,2.000941,1.0,0.256447,1.0,0.0,0.003888,0.242826,0.003888,0.242826,-0.8515
meanrev,DEMO18USDT,2026-01-29T08:00:00+00:00,0.0847,1,0.02229,0.0,0.0,1.0,2.000941,1.0,0.256447,1.0,0.0,0.003888,0.242826,0.003888,0.242826,-2.1809
breakout,DEMO24USDT,2026-01-29T08:00:00+00:00,-1.2113,1,0.02519,0.0,0.0,1.0,2.000941,1.0,0.256447,1.0,0.0,0.003888,0.242826,0.003888,0.242826,0.2547
breakout,DEMO33USDT,2026-01-29T12:00:00+00:00,-1.3498,1,0.01719,1.0,1.0,1.0,2.037029,1.0,2.20814,0.0,0.0,-0.000169,0.395143,-0.000169,0.395143,-0.715
reversal,DEMO30USDT,2026-01-29T16:00:00+00:00,-0.1078,1,0.0272,1.0,1.0,1.0,2.93009,1.0,5.445035,0.0,0.0,-0.03095,0.649007,-0.03095,0.649007,0.4513
reversal,DEMO0USDT,2026-01-29T16:00:00+00:00,-2.2563,1,0.02671,1.0,1.0,1.0,2.93009,1.0,5.445035,0.0,0.0,-0.03095,0.649007,-0.03095,0.649007,0.8483
reversal,DEMO39USDT,2026-01-29T20:00:00+00:00,0.4817,1,0.05608,1.0,1.0,1.0,2.645054,1.0,4.645774,0.0,0.0,-0.045315,0.602649,-0.045315,0.602649,0.8762
breakout,DEMO5USDT,2026-01-30T00:00:00+00:00,-0.3862,1,0.03407,1.0,1.0,1.0,1.715005,1.0,1.985222,0.0,0.0,-0.041856,0.15894,-0.041856,0.15894,-1.1425
reversal,DEMO20USDT,2026-01-30T04:00:00+00:00,-0.1103,1,0.03556,1.0,1.0,1.0,1.941309,1.0,5.239289,0.0,0.0,-0.068778,0.481236,-0.068778,0.481236,-0.3063
reversal,DEMO1USDT,2026-01-30T04:00:00+00:00,1.2154,1,0.02446,1.0,1.0,1.0,1.941309,1.0,5.239289,0.0,0.0,-0.068778,0.481236,-0.068778,0.481236,0.324
meanrev,DEMO35USDT,2026-01-30T04:00:00+00:00,-0.3929,1,0.03242,1.0,1.0,1.0,1.941309,1.0,5.239289,0.0,0.0,-0.068778,0.481236,-0.068778,0.481236,0.0383
meanrev,DEMO36USDT,2026-01-30T04:00:00+00:00,-0.1281,1,0.02447,1.0,1.0,1.0,1.941309,1.0,5.239289,0.0,0.0,-0.068778,0.481236,-0.068778,0.481236,-0.0067
reversal,DEMO7USDT,2026-01-30T08:00:00+00:00,0.3839,1,0.01095,1.0,1.0,1.0,1.553552,1.0,2.481426,0.0,0.0,-0.062498,0.090508,-0.062498,0.090508,0.6608
breakout,DEMO32USDT,2026-01-30T08:00:00+00:00,-0.9184,1,0.04032,1.0,1.0,1.0,1.553552,1.0,2.481426,0.0,0.0,-0.062498,0.090508,-0.062498,0.090508,0.4321
reversal,DEMO0USDT,2026-01-30T12:00:00+00:00,-0.8006,1,0.005,1.0,1.0,1.0,0.949675,0.0,1.245195,0.0,0.0,-0.055064,0.019868,-0.055064,0.019868,0.8217
reversal,DEMO8USDT,2026-01-30T12:00:00+00:00,-0.3293,1,0.03772,1.0,1.0,1.0,0.949675,0.0,1.245195,0.0,0.0,-0.055064,0.019868,-0.055064,0.019868,-0.6281
breakout,DEMO34USDT,2026-01-30T12:00:00+00:00,-0.4681,1,0.02471,1.0,1.0,1.0,0.949675,0.0,1.245195,0.0,0.0,-0.055064,0.019868,-0.055064,0.019868,-0.6188
reversal,DEMO25USDT,2026-01-30T16:00:00+00:00,0.6475,1,0.02475,1.0,1.0,1.0,0.981462,0.0,2.148256,0.0,0.0,-0.058522,0.01766,-0.058522,0.01766,1.2924
meanrev,DEMO6USDT,2026-01-30T16:00:00+00:00,1.7328,1,0.03832,1.0,1.0,1.0,0.981462,0.0,2.148256,0.0,0.0,-0.058522,0.01766,-0.058522,0.01766,-0.9898
meanrev,DEMO3USDT,2026-01-30T16:00:00+00:00,-0.7721,1,0.01295,1.0,1.0,1.0,0.981462,0.0,2.148256,0.0,0.0,-0.058522,0.01766,-0.058522,0.01766,-0.6569
breakout,DEMO2USDT,2026-01-30T16:00:00+00:00,0.0303,1,0.02213,1.0,1.0,1.0,0.981462,0.0,2.148256,0.0,0.0,-0.058522,0.01766,-0.058522,0.01766,-0.786
breakout,DEMO8USDT,2026-01-30T16:00:00+00:00,-1.7215,1,0.04988,1.0,1.0,1.0,0.981462,0.0,2.148256,0.0,0.0,-0.058522,0.01766,-0.058522,0.01766,1.1008
breakout,DEMO2USDT,2026-01-30T20:00:00+00:00,1.9781,1,0.03958,0.0,1.0,0.0,0.32358,0.0,-1.234448,0.0,0.0,-0.047275,0.004415,-0.047275,0.004415,-0.1479
breakout,DEMO27USDT,2026-01-30T20:00:00+00:00,-0.724,1,0.03311,0.0,1.0,0.0,0.32358,0.0,-1.234448,0.0,0.0,-0.047275,0.004415,-0.047275,0.004415,2.3614
reversal,DEMO20USDT,2026-01-31T00:00:00+00:00,-0.1416,1,0.03181,0.0,1.0,1.0,0.695958,0.0,0.315823,0.0,0.0,-0.055903,0.004415,-0.055903,0.004415,-0.3512
meanrev,DEMO30USDT,2026-01-31T00:00:00+00:00,0.3178,1,0.02514,0.0,1.0,1.0,0.695958,0.0,0.315823,0.0,0.0,-0.055903,0.004415,-0.055903,0.004415,-0.7768
breakout,DEMO20USDT,2026-01-31T00:00:00+00:00,-0.1292,1,0.03935,0.0,1.0,1.0,0.695958,0.0,0.315823,0.0,0.0,-0.055903,0.004415,-0.055903,0.004415,0.0601
reversal,DEMO3USDT,2026-01-31T04:00:00+00:00,1.9902,1,0.02388,0.0,0.0,0.0,0.995069,0.0,-1.612964,0.0,0.0,-0.057166,0.00883,-0.057166,0.00883,-0.8516
meanrev,DEMO36USDT,2026-01-31T04:00:00+00:00,-0.7367,1,0.04705,0.0,0.0,0.0,0.995069,0.0,-1.612964,0.0,0.0,-0.057166,0.00883,-0.057166,0.00883,1.4323
meanrev,DEMO28USDT,2026-01-31T04:00:00+00:00,1.1125,1,0.02681,0.0,0.0,0.0,0.995069,0.0,-1.612964,0.0,0.0,-0.057166,0.00883,-0.057166,0.00883,-0.1496
breakout,DEMO39USDT,2026-01-31T04:00:00+00:00,0.6038,1,0.01179,0.0,0.0,0.0,0.995069,0.0,-1.612964,0.0,0.0,-0.057166,0.00883,-0.057166,0.00883,-1.4466
breakout,DEMO0USDT,2026-01-31T04:00:00+00:00,-1.4829,1,0.00646,0.0,0.0,0.0,0.995069,0.0,-1.612964,0.0,0.0,-0.057166,0.00883,-0.057166,0.00883,-0.9074
reversal,DEMO30USDT,2026-01-31T08:00:00+00:00,0.4431,1,0.00583,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,0.5568
meanrev,DEMO35USDT,2026-01-31T08:00:00+00:00,-0.954,1,0.01841,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,0.2475
meanrev,DEMO38USDT,2026-01-31T08:00:00+00:00,1.3461,1,0.02472,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,0.7612
meanrev,DEMO28USDT,2026-01-31T08:00:00+00:00,0.962,1,0.01777,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,-0.6526
breakout,DEMO17USDT,2026-01-31T08:00:00+00:00,-1.0979,1,0.01384,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,1.2473
breakout,DEMO15USDT,2026-01-31T08:00:00+00:00,-0.3419,1,0.02026,0.0,1.0,0.0,0.697611,0.0,0.427508,0.0,0.0,-0.062761,0.013245,-0.062761,0.013245,0.1362
meanrev,DEMO26USDT,2026-01-31T12:00:00+00:00,0.2619,1,0.02017,0.0,1.0,1.0,1.33933,1.0,0.690404,0.0,0.0,-0.078342,0.033113,-0.078342,0.033113,-0.7187
reversal,DEMO38USDT,2026-01-31T16:00:00+00:00,-0.8788,1,0.00735,1.0,1.0,1.0,0.615965,0.0,2.549932,0.0,0.0,-0.091407,0.527594,-0.091407,0.527594,-0.1472
reversal,DEMO11USDT,2026-01-31T16:00:00+00:00,0.5218,1,0.03942,1.0,1.0,1.0,0.615965,0.0,2.549932,0.0,0.0,-0.091407,0.527594,-0.091407,0.527594,-0.5266
meanrev,DEMO27USDT,2026-01-31T16:00:00+00:00,-1.997,1,0.00891,1.0,1.0,1.0,0.615965,0.0,2.549932,0.0,0.0,-0.091407,0.527594,-0.091407,0.527594,-0.9322
